2024-01-30,2024-10-19T09:17:32.000-06:00,QUEJA DE TRANSPORTE PUBLICO,FEMENINO,,CERRADO,NA,NA,,
2024-01-30,2024-10-19T14:09:32.000-06:00,QUEJA FUNCIONARIO,FEMENINO,,CERRADO,NA,NA,,
2024-01-30,2024-10-19T00:00:31.000-06:00,BACHEO,FEMENINO,,AUTORIDAD RESPONSABLE,COYOACAN,Parque San Andres,19.347197419356,-99.145247471691
2024-01-30,2024-10-19T00:03:22.000-06:00,BACHEO,FEMENINO,,AUTORIDAD RESPONSABLE,COYOACAN,Parque San Andres,19.348501659931,-99.146079182009
2024-01-30,2024-10-19T00:07:11.000-06:00,BACHEO,FEMENINO,,AUTORIDAD RESPONSABLE,COYOACAN,Parque San Andres,19.345729459285,-99.148951035481
2024-01-30,2024-10-19T00:09:50.000-06:00,PODA / RETIRO ARBOL,FEMENINO,,AUTORIDAD RESPONSABLE,COYOACAN,Parque San Andres,19.347203925539,-99.149402398329
2024-01-30,2024-10-19T00:12:24.000-06:00,PODA / RETIRO ARBOL,FEMENINO,,AUTORIDAD RESPONSABLE,COYOACAN,Parque San Andres,19.345961367657,-99.146737826735
2024-01-30,2024-10-19T00:15:24.000-06:00,BACHEO,FEMENINO,,CERRADO,COYOACAN,Parque San Andres,19.344319045389,-99.145677661402
2024-01-30,2024-10-19T00:18:22.000-06:00,DESAZOLVE,FEMENINO,,CERRADO,COYOACAN,Parque San Andres,19.347307576222,-99.145197808974
2024-01-30,2024-10-19T00:21:58.000-06:00,MANTENIMIENTO VÍA PÚBLICA,FEMENINO,,AUTORIDAD RESPONSABLE,COYOACAN,Parque San Andres,19.344361753746,-99.146761368949
2024-01-30,2024-10-19T00:29:43.000-06:00,PODA / RETIRO ARBOL,FEMENINO,,AUTORIDAD RESPONSABLE,NA,NA,,
2024-01-30,2024-10-19T00:30:52.000-06:00,BACHEO,FEMENINO,,CERRADO,COYOACAN,Parque San Andres,19.347232898068,-99.145957428359
2024-01-30,2024-10-19T00:31:33.000-06:00,ALUMBRADO,FEMENINO,,AUTORIDAD RESPONSABLE,CUAUHTEMOC,San Simon Tolnahuac,19.460388135783,-99.143101054584
